answer.topic_new,scenario.id
"['Other technology issues', 'Government or politics generally']",7400871449428249887
['Crime generally'],7429458800303688990
"['Immigration', 'Economy generally', 'Government or politics generally']",7419380454903598367
"['Racial issues, including affirmative action and racial discrimination', 'Covid, including covid vaccines', 'Economy generally', 'Government or politics generally']",7388631698214325547
"['Racial issues, including affirmative action and racial discrimination', 'Covid, including covid vaccines', 'Economy generally', 'Government or politics generally']",7388631698214325547
['Government or politics generally'],7393752101110730015
"['Covid, including covid vaccines', 'Government or politics generally']",7407808826310675742
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7428927307353460010
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7413595082487516458
"['Government or politics generally', 'Biden dropping out of the presidential race']",7416467215270153503
['Government or politics generally'],7420788265906605355
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7392453428988923166
"['Guns and gun control', 'Government or politics generally']",7392030951305530655
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7362817905618062610
"['Climate change', 'Covid, including covid vaccines', 'Government or politics generally']",7423957604646358303
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7429477342503914782
['Crime generally'],7418372762588155166
['Government or politics generally'],7424981561591745834
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7427695597525748997
"['Crime generally', 'Government or politics generally']",7372176215022521642
"['LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7404540428516592926
"['Government or politics generally', 'Biden dropping out of the presidential race']",7413860152685727018
"['Economy generally', 'Government or politics generally', 'Ukraine war']",7377836369852255519
['Government or politics generally'],7421864440875781418
['Government or politics generally'],7404531280643132714
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7421378199625534763
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7402857781419592991
['Government or politics generally'],7413316999528451371
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7409023406248561966
"['Climate change', 'Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7432495669618822430
"['Biden dropping out of the presidential race', 'Government or politics generally']",7394574350927547691
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7364424563083513134
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7389302095100284203
"['Biden dropping out of the presidential race', 'Government or politics generally']",7426527452039499038
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7389820476580744455
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7391231225945509121
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7391231225945509121
"['Racial issues, including affirmative action and racial discrimination']",7403512957038087454
"['Economy generally', 'Government or politics generally', 'Biden dropping out of the presidential race']",7402220967474236703
